6,#D0D5DB
6,#CCCDB6
6,#B9CF1F
6,#B9A3A3
6,#B6B6B6
6,#B2CEDB
6,#B28C0B
6,#AF8566
6,#ACD5FF
6,#A71816
6,#A31919
6,#A17C5B
6,#9CCD57
6,#9C9C9C
6,#9ADD9C
6,#9AB9DD
6,#98CBD4
6,#93C849
6,#91C8FF
6,#863DB9
6,#8345A5
6,#8056C0
6,#7FCC28
6,#7F0000
6,#7EC2C5
6,#7EC1EE
6,#784420
6,#7394BD
6,#7373A1
6,#70BDEA
6,#6E90BB
6,#676767
6,#5E6772
6,#5D5D5D
6,#55AF4C
6,#546959
6,#52525D
6,#51B9B4
6,#515151
6,#4E4E4E
6,#455B68
6,#3F2811
6,#3DA646
6,#3D9ADE
6,#2C7CCC
6,#288EB8
6,#282828
6,#267FC1
6,#1D384D
6,#19C700
6,#121919
6,#0A99D6
5,#FFA44D
5,#FF9B76
5,#FF4343
5,#F4E5D6
5,#F3F284
5,#ECDDE5
5,#EC5B3C
5,#EB805F
5,#EAEBDE
5,#CEA159
5,#A3A3A3
5,#9BB90F
5,#8ED600
5,#8D758E
5,#859900
5,#853009
5,#7F7F7F
5,#787878
5,#70C1FF
5,#709CCF
5,#68B0E3
5,#5B5B5B
5,#53CDEC
5,#5170EC
5,#48A1E0
5,#3686DD
5,#3495CF
5,#33A3E6
5,#2F6003
5,#209DC8
5,#209CC8
5,#1F1F1F
5,#1F0000
5,#1295D6
5,#005088
4,#FFE68E
4,#F4F4FF
4,#F4845B
4,#F3F3F3
4,#EEECE0
4,#EEEAE6
4,#ECECE6
4,#ECC61F
4,#EC7F43
4,#EC6853
4,#EB594D
4,#EACF95
4,#E9E9E9
4,#E8E8E8
4,#E7E4C0
4,#E6A345
4,#E4EBEC
4,#E1281F
4,#DE3D3D
4,#DDDDDD
4,#DD4512
4,#DD3D28
4,#DC2F2F
4,#D8D8D8
4,#D7D7D7
4,#D5D5D5
4,#D0362D
4,#CF8E92
4,#CF362D
4,#CDCDCD
4,#C5C5C5
4,#B9DEF8
4,#B93737
4,#B10019
4,#AFDBEC
4,#A0A0A0
4,#8EB0C7
4,#8E5902
4,#8CC5F4
4,#8B1928
4,#86A4BA
4,#7F2C20
4,#7C7F78
4,#6F000B
4,#6E8DB2
4,#696E78
4,#62603B
4,#5DBA6F
4,#5BA3EC
4,#53A1F2
4,#4F4F4F
4,#4D9ADE
4,#4C4C4C
4,#4B4B4B
4,#4586B9
4,#454545
4,#454536
4,#452F58
4,#434A8E
4,#3D7FE6
4,#3C6EB2
4,#3A3A3A
4,#36A321
4,#36535A
4,#353535
4,#3434C8
4,#2F3678
4,#289A59
4,#283751
4,#20517F
4,#192028
4,#1869AB
4,#090A0A
4,#00D4FF
4,#008EF3
4,#0068C8
4,#004C4C
3,#FFF4AB
3,#FFEC00
3,#FFE5E5
3,#FFE06D
3,#FFDDAE
3,#FFDD72
3,#FFDB9C
3,#FFD401
3,#FFD000
3,#FFCF67
3,#FFCF33
3,#FFCD33
3,#FFC934
3,#FFC800
3,#FFBF00
3,#FFBE34
3,#FFBE33
3,#FFB61D
3,#FFB00A
3,#FFA837
3,#FF993D
3,#FF9278
3,#FF903D
3,#FF8C32
3,#FF8275
3,#FF7F28
3,#FF6212
3,#FF571D
3,#FF493C
3,#FF2020
3,#FCDEDE
3,#FC7B01
3,#FBC06E
3,#FBA262
3,#FB932A
3,#FB7C2E
3,#FB5969
3,#FAC82A
3,#FAC773
3,#F9C335
3,#F9B140
3,#F99824
3,#F8BD5A
3,#F8A348
3,#F89799
3,#F8523F
3,#F84545
3,#F7D9CC
3,#F7D53D
3,#F7B941
3,#F7B754
3,#F7A52D
3,#F78C46
3,#F7883D
3,#F78610
3,#F6B953
3,#F6A56F
3,#F69A59
3,#F5F5F5
3,#F5CE44
3,#F5CB47
3,#F5A562
3,#F4EFD8
3,#F4C211
3,#F4B46D
3,#F4B400
3,#F4B242
3,#F4AA15
3,#F46A16
3,#F45B55
3,#F45252
3,#F3FFFF
3,#F3EEC8
3,#F3CE2D
3,#F3CE08
3,#F3CB43
3,#F3CA66
3,#F3C72B
3,#F36F33
3,#F3612D
3,#F2F2B3
3,#F2DBDE
3,#F2C228
3,#F2B700
3,#F2A4F3
3,#F28633
3,#F26E32
3,#F26D32
3,#F26C31
3,#F25A1F
3,#F22695
3,#F1AB1E
3,#F16A30
3,#F15F1F
3,#F15555
3,#F0F0EF
3,#F04F48
3,#EFDC45
3,#EFC07D
3,#EF8B0D
3,#EF772A
3,#EF555C
3,#EF5353
3,#EEEEED
3,#EED6DA
3,#EECF6D
3,#EEA664
3,#EEA63B
3,#EE9237
3,#EE5150
3,#EE1E04
3,#EDEDED
3,#EDC53A
3,#EDB020
3,#EDA63C
3,#ED9D49
3,#ED7A2E
3,#ED5656
3,#ECFFFF
3,#ECF0F1
3,#ECECDE
3,#ECDEF8
3,#ECC400
3,#ECB200
3,#ECA940
3,#EC9B28
3,#EC8430
3,#EC6769
3,#EBDDB7
3,#EB840C
3,#EB7545
3,#EA7A2A
3,#E9ECE8
3,#E9DF4B
3,#E9671C
3,#E94975
3,#E8A23B
3,#E85856
3,#E73245
3,#E6DD60
3,#E6C11E
3,#E6B2A9
3,#E6645F
3,#E6511E
3,#E64772
3,#E5E4D9
3,#E5C10A
3,#E5B135
3,#E59735
3,#E55B42
3,#E55858
3,#E55353
3,#E54E35
3,#E54444
3,#E5373B
3,#E4383E
3,#E3D238
3,#E3CC92
3,#E38C53
3,#E36959
3,#E35E97
3,#E3503C
3,#E2E2E2
3,#E27425
3,#E2513D
3,#E1E1DD
3,#E1DFD0
3,#E1D0D6
3,#E1A126
3,#E16059
3,#E1421D
3,#E12A20
3,#E08659
3,#E0605B
3,#E0491E
3,#DFD838
3,#DFD466
3,#DF61BE
3,#DF456C
3,#DF443C
3,#DE6352
3,#DE487E
3,#DC9D00
3,#DBCDD0
3,#DB6D6D
3,#DB5441
3,#DB363F
3,#DB281F
3,#DB0103
3,#D95555
3,#D95419
3,#D94B45
3,#D93F3F
3,#D9281E
3,#D90606
3,#D8C8BC
3,#D8B5AE
3,#D84D4D
3,#D84949
3,#D8466E
3,#D8404D
3,#D7A697
3,#D70751
3,#D6E4EB
3,#D6C6B9
3,#D66F39
3,#D62F2F
3,#D5D9E4
3,#D5CCC2
3,#D5B47C
3,#D46D38
3,#D4504A
3,#D3D7DC
3,#D34836
3,#D1E2EB
3,#D14040
3,#D0D9E4
3,#D0D7DA
3,#D09A53
3,#D05858
3,#D04C51
3,#D01717
3,#CFE4F8
3,#CFD6DB
3,#CFCFCF
3,#CFC836
3,#CF4332
3,#CF1717
3,#CE6137
3,#CE5952
3,#CCAB74
3,#CC5D9D
3,#CC2F45
3,#CB0000
3,#CAD2E2
3,#C87F70
3,#C85637
3,#C84C53
3,#C73E4E
3,#C72F2F
3,#C6D9DD
3,#C66F92
3,#C64844
3,#C55036
3,#C44E36
3,#C42E46
3,#C3CACD
3,#C24936
3,#C23B3C
3,#C14836
3,#C11717
3,#C0D7E9
3,#C059B6
3,#C0274B
3,#C01800
3,#C00033
3,#BE3D27
3,#BD82E6
3,#BC4142
3,#BBD9D6
3,#BBD4EB
3,#BB9E69
3,#B9E85A
3,#B9B2B8
3,#B96E5F
3,#B93B3B
3,#B7CFCB
3,#B4C7DC
3,#B42026
3,#B2ECEC
3,#B0D0DA
3,#B0B9B0
3,#B0587D
3,#B01A18
3,#AFE35A
3,#AF966B
3,#AF2D97
3,#AE2C41
3,#AE1A18
3,#AD51B3
3,#ACC1DD
3,#AC74B6
3,#AC1917
3,#ABDDD0
3,#ABD341
3,#ABD240
3,#AB8746
3,#AADE54
3,#A9B5E4
3,#A92819
3,#A8CF36
3,#A8CD01
3,#A8A2F5
3,#A8201A
3,#A7B2BF
3,#A74EA7
3,#A70C0C
3,#A5CFEF
3,#A5CE4C
3,#A5BCD9
3,#A57B44
3,#A3A4B9
3,#A2A2A2
3,#A29344
3,#A270CC
3,#A2002A
3,#A1B6C5
3,#A16E83
3,#A0D660
3,#9ED45E
3,#9E54BB
3,#9E3583
3,#9DC851
3,#9D8FA7
3,#9D3C70
3,#9C7AA0
3,#9C3A5F
3,#9BB8E0
3,#9B75B7
3,#9ADE56
3,#9AC9E8
3,#9A2965
3,#99C86F
3,#9974AE
3,#995900
3,#98A5AA
3,#97DA54
3,#97769C
3,#974D7D
3,#95B1E4
3,#957F4C
3,#950000
3,#94C341
3,#93C0EC
3,#936750
3,#935235
3,#923165
3,#917096
3,#8FD56E
3,#8E7153
3,#8E5050
3,#8DB7D7
3,#8D65BA
3,#8D4CC4
3,#8CBBCD
3,#8CBACC
3,#8C509D
3,#8C459F
3,#8B6092
3,#8B5371
3,#8B4C7B
3,#8ADE4F
3,#8A8A8A
3,#89B83A
3,#87D768
3,#87B23E
3,#87B1DF
3,#87B13E
3,#87ABD0
3,#86B4C9
3,#868BEC
3,#865E90
3,#858587
3,#856652
3,#854B18
3,#84B9D1
3,#846228
3,#845950
3,#83D21E
3,#834A18
3,#82A6D9
3,#82A5DC
3,#82568C
3,#80C7E6
3,#80C4E2
3,#7FC82A
3,#7FB8D6
3,#7F827D
3,#7F7BC5
3,#7EBA45
3,#7E7E7E
3,#7DE21B
3,#7DC06D
3,#7CCDE4
3,#7C5BAC
3,#7BBBEF
3,#7B8C99
3,#79CBE2
3,#79CBE0
3,#79BF31
3,#79BE69
3,#79BE68
3,#797093
3,#78A5F0
3,#78919A
3,#77C9E2
3,#7795B5
3,#77547F
3,#7695D6
3,#765A36
3,#75DE4F
3,#75BED1
3,#75B249
3,#74DA11
3,#74B841
3,#73BA25
3,#7366A8
3,#73583B
3,#72A2CF
3,#722953
3,#71E9D2
3,#71D670
3,#71D663
3,#71A337
3,#7187C8
3,#717171
3,#71435E
3,#70AFAF
3,#709F39
3,#707F9D
3,#707070
3,#6F7686
3,#6F6E5E
3,#6D6D6D
3,#6CCE3D
3,#6CC0D0
3,#6CB427
3,#6C99CA
3,#6BC260
3,#6BA1CF
3,#6A777E
3,#6A6A4C
3,#697682
3,#69553A
3,#693434
3,#68AC39
3,#68A635
3,#68727D
3,#686868
3,#685180
3,#67B8D3
3,#679445
3,#67707B
3,#676460
3,#6762C2
3,#66B6BC
3,#665850
3,#659BB2
3,#656565
3,#65330F
3,#63D1D1
3,#63ACDD
3,#636363
3,#62BED6
3,#629ACA
3,#6294AF
3,#6273A8
3,#62171C
3,#61CED7
3,#61B212
3,#619F2B
3,#619BD0
3,#6190C6
3,#6184FB
3,#609FE0
3,#606034
3,#5FAEE5
3,#5FAD38
3,#5F9AF3
3,#5F97E0
3,#5F88B8
3,#5F4371
3,#5E96C1
3,#5E7E48
3,#5E4E50
3,#5DBA7C
3,#5DAFE6
3,#5DAC36
3,#5CD3EE
3,#5CA2F7
3,#5C8DC3
3,#5C86B6
3,#5B92D9
3,#5AB2FB
3,#5AAB26
3,#5A7FBA
3,#5A5A5A
3,#59BED7
3,#59A3C8
3,#5968A2
3,#58C2EC
3,#5796B3
3,#5782CB
3,#5776A1
3,#574D45
3,#569DCB
3,#5685B1
3,#56656D
3,#5655A3
3,#563C47
3,#55CEE8
3,#55A7E9
3,#54D160
3,#5490DB
3,#54798E
3,#5295C7
3,#528EF4
3,#527AB9
3,#5256B7
3,#523019
3,#51BCB7
3,#51B8F7
3,#51B8DF
3,#5173BF
3,#50B8B2
3,#5086B4
3,#4FB015
3,#4F9EB0
3,#4F8947
3,#4F7389
3,#4F723E
3,#4ECA95
3,#4DDE5B
3,#4DACCD
3,#4D9BB9
3,#4D8BC7
3,#4C84C1
3,#4C6392
3,#4C5C8F
3,#4B9ED7
3,#4B9CF4
3,#4B9CBF
3,#4B9A27
3,#4B7376
3,#4B5465
3,#4B3D97
3,#4ABA2E
3,#4AA614
3,#4A8C9D
3,#4A75A2
3,#4A5E8C
3,#4A5361
3,#499331
3,#494949
3,#48CFC7
3,#48A62A
3,#487CE3
3,#4879A5
3,#48428A
3,#47648E
3,#475B74
3,#46BAA7
3,#466999
3,#464C6A
3,#45A9F9
3,#45A345
3,#45809B
3,#4558F4
3,#4488D9
3,#44809B
3,#4476A2
3,#445E86
3,#44549C
3,#43D36F
3,#43B4E7
3,#43A2F4
3,#437FA2
3,#437CB7
3,#436896
3,#43587A
3,#42AEF2
3,#428585
3,#427ECB
3,#423D87
3,#41AFD2
3,#41A8D8
3,#419CCC
3,#4183CC
3,#4166D4
3,#41609C
3,#415F82
3,#414142
3,#40BAE7
3,#40ACC1
3,#409BCB
3,#4086D0
3,#4077CE
3,#4068A4
3,#405F9B
3,#3F99CA
3,#3F5685
3,#3EACF1
3,#3E9ADE
3,#3E90E0
3,#3E64D2
3,#3E3997
3,#3DC57A
3,#3DA445
3,#3C4B5E
3,#3C4350
3,#3BC2FF
3,#3B5D80
3,#3B3B4E
3,#3B3A3F
3,#3A88D4
3,#3A88D3
3,#3A569C
3,#3A4F7A
3,#3993B1
3,#394A6F
3,#38715B
3,#38597C
3,#37B8D5
3,#375678
3,#374D7E
3,#36DD3C
3,#36A5F2
3,#35BF5C
3,#35B6D3
3,#35ACE1
3,#359BEF
3,#357EE2
3,#356230
3,#353B47
3,#347A32
3,#346BC9
3,#3469A7
3,#343A45
3,#33576B
3,#334189
3,#3298EF
3,#3297EE
3,#32466E
3,#30BD65
3,#2F95EE
3,#2F8C23
3,#2F61A3
3,#2F4277
3,#2E9F1C
3,#2CB0DE
3,#2C9D45
3,#2C8CE3
3,#2C86D5
3,#2C7EA8
3,#2C66B7
3,#2C65B5
3,#2C3546
3,#2B94CB
3,#2B7CA6
3,#2A99DC
3,#29B3F7
3,#2979A2
3,#28699E
3,#28557C
3,#27C1F0
3,#27B1C1
3,#27A6DC
3,#27A427
3,#26CD93
3,#269542
3,#266597
3,#266318
3,#25D3E8
3,#245395
3,#24527A
3,#243964
3,#229A22
3,#21C7A6
3,#219721
3,#214152
3,#212C3C
3,#20C834
3,#20BEF9
3,#20A7E5
3,#20A0DB
3,#20794F
3,#202020
3,#1F4A5E
3,#1EA3E0
3,#1E96C8
3,#1E3948
3,#1D394E
3,#1CA6BF
3,#1C364B
3,#1B77BF
3,#1B354A
3,#1AC8EF
3,#1ABC95
3,#19A0E3
3,#191919
3,#18B25B
3,#1893C8
3,#179BCF
3,#1756B6
3,#174767
3,#16AFEF
3,#161616
3,#145FBB
3,#104966
3,#0E71CC
3,#0D4871
3,#0A6161
3,#01B9FF
3,#01B3F1
3,#01B1EF
3,#01B1D7
3,#01B0EC
3,#01ACE8
3,#015CA7
3,#00CFFF
3,#00AFD7
3,#009ACD
3,#00959C
3,#008CCE
3,#0087F8
3,#0084C8
3,#007FE5
3,#007F7F
3,#0079C1
3,#0078C1
3,#007878
3,#0073C6
3,#0071BB
3,#0067A4
3,#0055B5
3,#004C8C
3,#004794
3,#004694
2,#FFFFFB
2,#FFF4B1
2,#FFF3F3
2,#FFEDDE
2,#FFECD6
2,#FFEB45
2,#FFEB37
2,#FFE634
2,#FFE562
2,#FFE519
2,#FFE453
2,#FFE236
2,#FFDD5B
2,#FFD60A
2,#FFD600
2,#FFC87F
2,#FFC845
2,#FFC522
2,#FFBA00
2,#FFB903
2,#FFB225
2,#FFAB00
2,#FFA31E
2,#FF9C2F
2,#FF9999
2,#FF9500
2,#FF9434
2,#FF8DFF
2,#FF8600
2,#FF6900
2,#FF4500
2,#FD7C60
2,#FC9754
2,#FBEBCF
2,#FBE569
2,#FBDB52
2,#FBCF4B
2,#FBBF19
2,#FBB270
2,#FBB036
2,#FB7F35
2,#FB5B5B
2,#FB5336
2,#FADE17
2,#FAB218
2,#FAA300
2,#FA5A5A
2,#F96963
2,#F8DE45
2,#F8C82D
2,#F65F44
2,#F4DE67
2,#F4D68E
2,#F4BA5F
2,#F4B21A
2,#F4A300
2,#F48537
2,#F48525
2,#F47800
2,#F47736
2,#F45B45
2,#F3F275
2,#F38E09
2,#F2F27C
2,#F1511A
2,#F142A4
2,#EF4155
2,#EF0F0F
2,#EE547F
2,#EDD937
2,#ECE3E5
2,#ECD695
2,#ECCF53
2,#ECC200
2,#ECBF03
2,#ECA30A
2,#EC535B
2,#EC4520
2,#EC2C20
2,#EC1A3E
2,#EBEEF2
2,#EBECF1
2,#EBE5E5
2,#EB60A4
2,#EB3D51
2,#EA4CC5
2,#E6F4D6
2,#E6B96E
2,#E6B07F
2,#E5ECEC
2,#E5D717
2,#E5D703
2,#E5B700
2,#E57F75
2,#E57F2F
2,#E5604C
2,#E54DA8
2,#E5265B
2,#E4F1C8
2,#E4EDDC
2,#E4C000
2,#E4B269
2,#E4162F
2,#E3A400
2,#E35370
2,#E33D3D
2,#E31200
2,#E2F4FB
2,#E24571
2,#DF731B
2,#DEFFFF
2,#DEBA43
2,#DE7F36
2,#DE7D53
2,#DE4B28
2,#DE493D
2,#DE491E
2,#DE372F
2,#DE28B1
2,#DE2820
2,#DDDEE2
2,#DDB842
2,#DD7F2D
2,#DD454E
2,#DC2C2E
2,#DBE5EA
2,#DB3434
2,#DB1F27
2,#D77CFB
2,#D74336
2,#D6C187
2,#D6740A
2,#D62736
2,#D60451
2,#D5ECF1
2,#D5A426
2,#D59326
2,#D52F2B
2,#D3D3D3
2,#D24C37
2,#D1D1D1
2,#D0C542
2,#D06237
2,#CFCC7E
2,#CE5B00
2,#CE203D
2,#CD4C4C
2,#CC9727
2,#CA4212
2,#C8DDDC
2,#C89D5F
2,#C887FB
2,#C82C2F
2,#C82626
2,#C7B953
2,#C769FF
2,#C4CAD2
2,#C4C5AB
2,#C1DEEC
2,#C1C1C1
2,#C1BE67
2,#C1B059
2,#C17D11
2,#C16F6F
2,#C160A4
2,#C12019
2,#C11219
2,#C0A336
2,#BBBBBB
2,#BB0000
2,#BAC09C
2,#B9D6E5
2,#B9CFE5
2,#B97820
2,#B7FB3B
2,#B7C8E4
2,#B2FFFF
2,#B2D6DE
2,#B2B9C5
2,#B29C9C
2,#B27010
2,#B24432
2,#B22D2F
2,#B22028
2,#B1B1B1
2,#B0C6DE
2,#B07845
2,#AFAFAF
2,#ACACAC
2,#ABD6EC
2,#AB9CAA
2,#AB9220
2,#AAAAAA
2,#A9946F
2,#A98054
2,#A4C5D4
2,#A42828
2,#A3A2C7
2,#A38C8D
2,#A2D620
2,#A24592
2,#A20303
2,#A1A1A1
2,#9CAFF8
2,#99CBFF
2,#99C1CD
2,#95A1AA
2,#9569B2
2,#951613
2,#947F62
2,#94625B
2,#93C848
2,#935F0A
2,#92B9C6
2,#92772C
2,#921616
2,#8EDBCE
2,#8B2828
2,#8AC4CE
2,#8AC23A
2,#86E603
2,#86DD95
2,#86D676
2,#86D4EC
2,#86D0E3
2,#8678E3
2,#8593F4
2,#84E55B
2,#8436A2
2,#82C3EC
2,#82949D
2,#808080
2,#802020
2,#7F263E
2,#7DBDFF
2,#7CB9F4
2,#7CA339
2,#7C6F7C
2,#791918
2,#78CFFF
2,#78BE16
2,#787F86
2,#78512F
2,#773F97
2,#754D78
2,#7547BB
2,#734115
2,#71CAE3
2,#71BCBF
2,#70CF16
2,#705D22
2,#705BA1
2,#705B4C
2,#6FA2D6
2,#6EB927
2,#6CB85A
2,#6CB7EC
2,#6B6B6B
2,#6AC836
2,#697F8C
2,#676799
2,#658AB7
2,#63C038
2,#6391C5
2,#6292C1
2,#60C3E0
2,#6086B4
2,#5EB6E8
2,#5BCC01
2,#5BC1E6
2,#585A61
2,#5584BB
2,#555D67
2,#546971
2,#545454
2,#53F2E5
2,#53AAFF
2,#537F95
2,#53453D
2,#533C36
2,#527FB2
2,#522F19
2,#51BBB7
2,#515462
2,#4FA246
2,#4F4277
2,#4E5A69
2,#4D4C4C
2,#4CD6FF
2,#4CBED6
2,#4CA3E5
2,#4B5D4F
2,#4B52BA
2,#4980C1
2,#494C86
2,#494953
2,#46B0A9
2,#463B6B
2,#45B227
2,#45ABE4
2,#459C12
2,#4586F9
2,#455BBF
2,#445277
2,#424242
2,#3F525B
2,#3E86FB
2,#3E4545
2,#3E3E3E
2,#3DC535
2,#3D8EE5
2,#3D70B3
2,#3D6275
2,#3D6185
2,#3D6084
2,#3D505B
2,#3D3D86
2,#3CB943
2,#3B669D
2,#389841
2,#375B80
2,#36B24B
2,#36ABF2
2,#36ABD7
2,#369DCF
2,#3692B3
2,#367ED0
2,#361908
2,#35587C
2,#355395
2,#355362
2,#3497DB
2,#3486C8
2,#3479EE
2,#3478EC
2,#33B2D4
2,#335276
2,#2FA32F
2,#2F8E00
2,#2F5175
2,#2F1E0D
2,#2EB21E
2,#2E69B0
2,#2E2E2E
2,#2DB2C8
2,#2CCCC1
2,#28A9C8
2,#289CEC
2,#2894C8
2,#288DD6
2,#285935
2,#2753A3
2,#262C67
2,#256110
2,#2481A8
2,#20C87C
2,#20C145
2,#20B9CE
2,#20B293
2,#209CFF
2,#203353
2,#201F1F
2,#1F9CCE
2,#19CCB0
2,#19B271
2,#184A6A
2,#182E3E
2,#17C0E6
2,#1793CF
2,#1295DE
2,#121212
2,#116995
2,#0F8E52
2,#0F360F
2,#0AC819
2,#0AA35F
2,#098CC3
2,#034C77
2,#02ABC8
2,#00CE9B
2,#008CBE
2,#0070B9
2,#00629C
2,#005369
2,#003C80
2,#003434
1,#FFFBD6
1,#FFFBCE
1,#FFFAA3
1,#FFF772
1,#FFF55D
1,#FFF4F3
1,#FFF4D6
1,#FFF333
1,#FFED9C
1,#FFECA1
1,#FFEC95
1,#FFEC70
1,#FFEB00
1,#FFE57F
1,#FFE567
1,#FFE32D
1,#FFDEC8
1,#FFDEC6
1,#FFDA59
1,#FFD75D
1,#FFD659
1,#FFD599
1,#FFD519
1,#FFD468
1,#FFD40F
1,#FFCFA1
1,#FFCF53
1,#FFCF4C
1,#FFCE7B
1,#FFCCA3
1,#FFCC01
1,#FFC894
1,#FFC867
1,#FFC808
1,#FFC675
1,#FFC63E
1,#FFC321
1,#FFBE2F
1,#FFBB9D
1,#FFB95B
1,#FFB821
1,#FFB81F
1,#FFB354
1,#FFB31D
1,#FFB2CD
1,#FFB250
1,#FFB23D
1,#FFB109
1,#FFABA2
1,#FFAB3D
1,#FFAB09
1,#FF9C00
1,#FF9834
1,#FF9569
1,#FF9409
1,#FF9327
1,#FF9228
1,#FF8F21
1,#FF8E29
1,#FF8E00
1,#FF8585
1,#FF8429
1,#FF8265
1,#FF821D
1,#FF7F7F
1,#FF7E27
1,#FF784B
1,#FF7845
1,#FF7676
1,#FF7070
1,#FF7061
1,#FF7036
1,#FF6F7F
1,#FF6A5B
1,#FF6636
1,#FF5F61
1,#FF5B00
1,#FF5A2D
1,#FF5353
1,#FF4D5B
1,#FF4C69
1,#FF453D
1,#FF3D42
1,#FF3D3D
1,#FF2FBF
1,#FF2F6E
1,#FF2F2F
1,#FF2C4A
1,#FCEFA2
1,#FBFBF9
1,#FBF4FA
1,#FBF3EB
1,#FBECC6
1,#FBE6D9
1,#FBE64C
1,#FBDD4C
1,#FBDB86
1,#FBDB70
1,#FBD678
1,#FBD65A
1,#FBD61E
1,#FBC134
1,#FBB91E
1,#FBB74B
1,#FBB23C
1,#FBAB00
1,#FB8E45
1,#FB8715
1,#FB7600
1,#FB753D
1,#FB6245
1,#FAE360
1,#FAD5B9
1,#FAB268
1,#FAB24A
1,#FAA128
1,#FA535A
1,#FA4B52
1,#F9F9FF
1,#F9EC2F
1,#F9E500
1,#F9DF5B
1,#F9C13C
1,#F9C117
1,#F9BD5F
1,#F9BA18
1,#F9AB7D
1,#F8ECDE
1,#F8E57D
1,#F8DDEB
1,#F8D24B
1,#F8C100
1,#F8BE22
1,#F8A92C
1,#F89C0B
1,#F88E10
1,#F85353
1,#F80069
1,#F7B747
1,#F79935
1,#F78588
1,#F7402D
1,#F6D22A
1,#F6B22E
1,#F6B042
1,#F69B1A
1,#F68032
1,#F67C2A
1,#F5B33F
1,#F5995B
1,#F59147
1,#F4FBE5
1,#F4E5FF
1,#F4E09F
1,#F4D653
1,#F4D22A
1,#F4CDBC
1,#F4C830
1,#F4C62E
1,#F4C53B
1,#F4C534
1,#F4BA3D
1,#F4B359
1,#F4B235
1,#F4B027
1,#F4B000
1,#F4AA17
1,#F4A600
1,#F4A395
1,#F49D9D
1,#F49950
1,#F4941E
1,#F48E87
1,#F48E51
1,#F48661
1,#F47F6A
1,#F47F1F
1,#F46900
1,#F462C7
1,#F45984
1,#F3D47F
1,#F3CF45
1,#F3B236
1,#F3AB2F
1,#F39C2D
1,#F37D3B
1,#F37069
1,#F3593D
1,#F3533D
1,#F34A41
1,#F2F5F8
1,#F2F2DD
1,#F2EFEC
1,#F2EEC3
1,#F2E586
1,#F2CC1A
1,#F2C630
1,#F2C352
1,#F2C118
1,#F2A95A
1,#F2A900
1,#F29D4C
1,#F28E0A
1,#F28720
1,#F28536
1,#F26020
1,#F2521A
1,#F1F3F4
1,#F1ECE5
1,#F1E527
1,#F1BB15
1,#F19B37
1,#F1781F
1,#F15B20
1,#F15459
1,#F14C4C
1,#F142A7
1,#F0EAB8
1,#F0E9C8
1,#F093F1
1,#F05D1C
1,#EFEEA1
1,#EF4343
1,#EEEBC3
1,#EEDE4A
1,#EEDA32
1,#EEC84A
1,#EEC74A
1,#EE4055
1,#EE3E36
1,#EDD6E5
